,Recency,Frequency,Monetary,AvgOrderValue,ItemsPerTransaction
792,18,1,75.0,75.0,44.0
793,1,2,252.49,126.245,55.5
794,74,3,572.451,190.817,55.0
796,24,5,1003.06,200.612,103.6
797,107,1,213.55,213.55,72.0
798,134,3,1390.5,463.5,524.6666666666666
799,44,2,712.5,356.25,71.0
800,5,2,640.83,320.415,81.0
802,64,1,221.06,221.06,275.0
803,150,2,159.85,79.925,50.5
804,40,2,1851.08,925.54,590.5
806,108,3,1624.21,541.4033333333333,374.3333333333333
807,1,10,3641.32,364.132,224.5
808,19,3,582.6,194.20000000000002,181.66666666666666
809,10,1,218.47,218.47,156.0
810,11,4,1006.8,251.7,347.5
811,19,2,679.45,339.725,375.5
812,67,2,1269.1,634.55,336.0
813,74,2,534.24,267.12,150.0
814,5,7,3809.8900000000003,544.2700000000001,304.14285714285717
815,2,1,196.89,196.89,76.0
816,14,7,3408.06,486.86571428571426,183.28571428571428
817,255,1,283.71,283.71,242.0
818,92,1,296.64,296.64,204.0
819,23,3,1129.14,376.38000000000005,194.66666666666666
820,17,6,3539.37,589.895,276.6666666666667
821,24,1,291.88,291.88,222.0
822,27,6,2043.7199999999998,340.61999999999995,330.3333333333333
823,26,5,2976.15,595.23,429.8
824,259,2,590.0,295.0,1.0
825,166,2,356.97999999999996,178.48999999999998,67.0
826,25,2,1058.34,529.17,177.0
827,18,6,1766.72,294.4533333333333,127.5
829,29,2,183.44,91.72,143.0
830,39,3,1445.0,481.6666666666667,390.0
831,253,1,151.5,151.5,62.0
832,58,1,674.68,674.68,403.0
833,184,1,307.9,307.9,259.0
834,11,2,1083.71,541.855,292.0
836,99,2,165.0,82.5,50.0
837,1,4,2531.58,632.895,397.5
838,61,2,422.64,211.32,133.0
839,236,1,229.59,229.59,132.0
840,191,4,1431.78,357.945,253.0
841,179,2,1238.47,619.235,208.5
842,38,6,1454.58,242.42999999999998,170.16666666666666
843,201,2,300.95,150.475,67.0
844,46,5,1804.56,360.912,228.4
845,232,1,184.64,184.64,116.0
846,66,1,140.34,140.34,160.0
847,241,1,313.8,313.8,44.0
848,233,1,454.24,454.24,277.0
849,78,3,1122.41,374.1366666666667,223.0
850,58,3,575.4,191.79999999999998,88.33333333333333
852,105,4,449.52,112.38,140.0
853,52,10,1215.82,121.582,90.3
854,136,3,1269.84,423.28,136.0
855,275,2,618.63,309.315,190.0
856,312,1,316.26000000000005,316.26000000000005,162.0
857,8,5,2044.8700000000001,408.97400000000005,165.8
858,11,2,653.33,326.665,170.5
859,283,2,348.05,174.025,81.5
860,18,5,1159.11,231.82199999999997,273.0
861,23,3,1166.77,388.92333333333335,203.0
863,17,3,292.0,97.33333333333333,88.0
864,71,1,216.85,216.85,248.0
865,64,1,295.93,295.93,178.0
866,73,4,4393.63,1098.4075,621.5
867,316,2,458.52,229.26,162.0
868,3,4,2479.16,619.79,399.25
869,244,1,110.97,110.97,24.0
870,9,7,979.72,139.96,158.0
871,1,4,1791.56,447.89,346.5
872,261,1,251.21,251.21,143.0
873,127,1,205.1,205.1,109.0
874,74,1,152.20000000000002,152.20000000000002,40.0
875,73,4,891.12,222.78,170.25
876,21,3,1389.41,463.1366666666667,328.3333333333333
877,60,3,2128.42,709.4733333333334,456.3333333333333
878,86,1,659.4399999999999,659.4399999999999,392.0
879,78,1,122.75,122.75,23.0
880,59,6,3624.35,604.0583333333333,274.8333333333333
881,1,3,1093.65,364.55,245.33333333333334
882,30,1,125.80000000000001,125.80000000000001,44.0
883,33,5,3964.88,792.976,350.4
884,41,5,680.1800000000001,136.036,64.8
885,15,2,628.78,314.39,197.0
886,34,7,2287.51,326.7871428571429,241.71428571428572
887,79,2,307.76,153.88,37.0
888,205,2,483.8,241.9,87.0
889,34,1,210.31,210.31,129.0
890,183,3,270.79,90.26333333333334,68.0
892,1,7,3448.29,492.61285714285714,305.14285714285717
893,43,7,1280.85,182.97857142857143,25.0
894,86,3,631.34,210.4466666666667,106.66666666666667
895,40,2,291.41,145.705,63.5
896,12,3,626.99,208.99666666666667,119.66666666666667
897,96,2,682.41,341.205,220.5
898,26,7,918.2,131.17142857142858,65.42857142857143
899,319,1,91.80000000000001,91.80000000000001,12.0
900,66,12,3740.07,311.6725,118.08333333333333
901,74,4,4149.28,1037.32,665.0
902,28,2,584.06,292.03,273.0
903,6,4,605.06,151.265,86.0
904,7,1,174.37,174.37,64.0
905,216,1,141.85999999999999,141.85999999999999,83.0
906,82,3,1799.33,599.7766666666666,252.33333333333334
907,84,2,777.53,388.765,104.5
908,144,3,1749.02,583.0066666666667,220.33333333333334
909,19,2,240.22,120.11,86.0
910,41,2,874.71,437.355,287.5
911,173,1,192.85,192.85,70.0
912,17,2,373.75,186.875,82.0
913,243,1,239.49,239.49,161.0
914,13,12,2092.32,174.36,146.58333333333334
916,50,2,294.4,147.2,151.5
917,23,5,732.0699999999999,146.414,89.8
919,25,4,1687.6000000000001,421.90000000000003,197.75
920,15,2,467.04,233.52,88.0
921,309,1,118.0,118.0,30.0
922,156,1,781.03,781.03,725.0
923,307,1,142.4,142.4,37.0
924,64,1,712.4,712.4,180.0
925,16,9,2478.95,275.43888888888887,289.55555555555554
926,15,2,379.65,189.825,57.0
927,11,6,1981.92,330.32,308.0
928,65,3,1117.13,372.3766666666667,161.66666666666666
929,36,4,247.95999999999998,61.989999999999995,21.0
930,108,5,2037.0800000000002,407.41600000000005,146.2
931,53,1,396.97,396.97,359.0
932,6,2,697.04,348.52,203.0
933,47,1,180.17000000000002,180.17000000000002,58.0
935,312,1,219.52,219.52,324.0
936,45,2,693.32,346.66,274.0
937,65,1,428.89,428.89,267.0
938,26,1,164.34,164.34,164.0
939,29,3,280.53999999999996,93.51333333333332,93.0
940,40,1,678.01,678.01,290.0
941,12,7,1131.88,161.69714285714286,73.71428571428571
942,89,3,1171.8,390.59999999999997,255.33333333333334
943,24,4,1610.46,402.615,142.5
944,319,1,417.69,417.69,189.0
945,40,3,544.18,181.39333333333332,100.0
946,174,1,177.34,177.34,246.0
947,117,1,213.85,213.85,343.0
948,31,5,747.78,149.55599999999998,58.8
949,253,1,257.23,257.23,209.0
950,59,5,1638.47,327.694,253.8
952,5,7,2031.78,290.2542857142857,198.71428571428572
953,100,11,3070.42,279.1290909090909,42.45454545454545
954,25,5,2121.27,424.254,207.4
955,33,5,1575.16,315.03200000000004,140.8
956,68,1,1071.03,1071.03,677.0
957,37,5,949.12,189.824,118.4
958,52,3,810.5,270.1666666666667,136.33333333333334
959,16,1,122.64,122.64,93.0
961,216,1,354.8,354.8,173.0
962,31,3,519.44,173.14666666666668,91.0
963,16,4,2624.26,656.065,516.75
964,120,1,252.1,252.1,158.0
965,10,4,1678.1200000000001,419.53000000000003,223.75
966,257,2,346.6,173.3,69.5
967,17,6,1836.34,306.0566666666667,153.66666666666666
968,35,2,94.2,47.1,16.5
969,46,3,1095.08,365.02666666666664,192.66666666666666
970,43,6,2707.33,451.22166666666664,363.6666666666667
971,114,2,932.97,466.485,302.5
972,165,2,379.65,189.825,245.0
973,11,2,382.14,191.07,104.5
974,10,5,2639.17,527.8340000000001,203.8
975,206,2,1573.2,786.6,447.0
976,86,3,897.76,299.25333333333333,181.0
977,179,1,189.47,189.47,91.0
978,60,3,84.65,28.21666666666667,13.666666666666666
979,149,1,305.02,305.02,154.0
981,51,2,218.55,109.275,118.5
982,75,1,349.7,349.7,282.0
983,301,2,186.39000000000001,93.19500000000001,28.5
984,19,2,396.92,198.46,59.5
985,151,2,486.82000000000005,243.41000000000003,165.0
987,1,4,3722.42,930.605,484.0
988,18,4,827.83,206.9575,90.0
989,187,1,59.5,59.5,10.0
990,286,1,67.23,67.23,39.0
991,3,7,3119.44,445.63428571428574,722.2857142857143
992,183,1,72.0,72.0,70.0
993,63,1,910.0,910.0,512.0
994,59,1,172.25,172.25,67.0
995,25,3,1488.32,496.1066666666666,408.6666666666667
997,31,15,2504.13,166.942,106.86666666666666
998,39,1,151.29999999999998,151.29999999999998,177.0
999,155,1,308.58000000000004,308.58000000000004,66.0
1000,26,10,2265.12,226.512,230.4
1001,318,1,99.5,99.5,10.0
1002,5,9,2308.06,256.4511111111111,170.11111111111111
1003,8,3,711.86,237.28666666666666,121.0
1004,303,1,330.79,330.79,189.0
1005,267,2,806.41,403.205,175.5
1006,271,1,296.88,296.88,306.0
1008,32,1,180.48,180.48,176.0
1009,219,2,252.06,126.03,70.0
1010,247,1,228.84,228.84,352.0
1011,281,5,1079.34,215.868,112.6
1012,269,1,138.28,138.28,138.0
1013,32,6,1445.01,240.835,326.5
1014,246,2,306.55,153.275,86.5
1015,15,5,1041.68,208.336,121.8
1016,117,4,799.9,199.975,125.25
1017,36,1,524.14,524.14,316.0
1018,132,3,2375.41,791.8033333333333,467.0
1019,217,1,199.85000000000002,199.85000000000002,43.0
1020,50,8,1980.56,247.57,100.75
1021,39,2,1079.6599999999999,539.8299999999999,527.0
1022,29,2,333.48,166.74,81.0
1023,37,6,1016.14,169.35666666666665,76.33333333333333
1024,136,2,752.6,376.3,244.0
1025,219,2,610.59,305.295,139.0
1026,28,1,491.86,491.86,498.0
1027,25,4,2885.2400000000002,721.3100000000001,282.5
1028,5,2,731.9,365.95,248.5
1029,200,1,339.59999999999997,339.59999999999997,125.0
1030,18,1,216.9,216.9,54.0
1031,241,1,350.75,350.75,425.0
1032,72,3,668.4300000000001,222.81000000000003,72.66666666666667
1033,17,12,3131.02,260.91833333333335,93.66666666666667
1034,3,7,1341.6,191.65714285714284,253.71428571428572
1035,95,2,1156.36,578.18,624.5
1036,162,1,300.04,300.04,496.0
1037,374,1,79.6,79.6,8.0
1038,96,5,948.25,189.65,87.8
1039,54,5,1647.26,329.452,103.2
1040,288,1,296.25,296.25,152.0
1041,124,6,1186.28,197.71333333333334,146.0
1042,288,1,741.26,741.26,512.0
1043,152,2,282.59999999999997,141.29999999999998,107.0
1044,4,9,2161.35,240.14999999999998,140.44444444444446
1046,12,7,3190.55,455.79285714285714,263.42857142857144
1047,33,2,659.4100000000001,329.70500000000004,143.5
1048,54,2,286.79,143.395,98.5
1049,50,2,1070.65,535.325,321.0
1050,219,1,306.72,306.72,272.0
1052,71,3,1521.76,507.25333333333333,310.6666666666667
1054,2,10,2796.51,279.651,116.3
1055,64,4,2634.45,658.6125,369.25
1056,34,3,1132.13,377.3766666666667,182.0
1057,82,1,345.0,345.0,192.0
1059,103,1,178.7,178.7,70.0
1060,7,2,360.01,180.005,159.0
1061,251,1,127.84,127.84,30.0
1062,13,6,912.0,152.0,61.833333333333336
1063,10,11,2462.79,223.89,226.63636363636363
1064,367,1,230.39999999999998,230.39999999999998,136.0
1065,76,2,309.04,154.52,168.5
1067,128,2,1516.0,758.0,600.0
1068,66,2,195.55,97.775,46.0
1070,117,2,688.86,344.43,201.0
1071,310,1,558.32,558.32,331.0
1072,67,1,324.8,324.8,168.0
1074,255,1,277.07,277.07,121.0
1075,31,7,2635.79,376.5414285714286,214.0
1077,64,1,256.38,256.38,56.0
1078,367,1,112.6,112.6,36.0
1079,6,5,1747.66,349.53200000000004,156.4
1080,305,1,155.05,155.05,29.0
1081,29,3,1499.01,499.67,104.0
1082,184,3,814.5,271.5,22.666666666666668
1083,42,3,539.0,179.66666666666666,111.0
1084,40,4,1366.8600000000001,341.71500000000003,138.0
1085,92,2,1579.12,789.56,432.0
1086,22,4,4027.36,1006.84,640.0
1087,24,2,571.6700000000001,285.83500000000004,134.5
1088,29,2,382.98,191.49,105.5
1089,302,3,1140.35,380.1166666666666,369.6666666666667
1090,145,2,385.64,192.82,76.5
1091,6,2,632.0,316.0,305.5
1092,19,2,957.66,478.83,219.5
1093,33,5,1698.94,339.788,153.6
1094,176,1,189.5,189.5,82.0
1095,58,3,412.05,137.35,47.0
1096,22,1,209.49,209.49,311.0
1097,16,6,2202.99,367.16499999999996,124.16666666666667
1098,19,1,52.199999999999996,52.199999999999996,28.0
1099,159,1,384.8,384.8,118.0
1100,25,4,834.57,208.6425,110.5
1101,212,2,271.24,135.62,91.5
1102,6,4,691.73,172.9325,65.75
1103,253,1,85.0,85.0,100.0
1104,59,9,3385.62,376.18,196.44444444444446
1105,11,1,361.62,361.62,196.0
1106,65,1,312.98,312.98,182.0
1107,25,3,865.0600000000001,288.35333333333335,129.33333333333334
1109,52,2,1537.95,768.975,508.0
1111,96,3,2651.46,883.82,568.3333333333334
1112,57,1,1090.14,1090.14,312.0
1114,169,3,388.5,129.5,164.66666666666666
1115,57,1,216.17,216.17,75.0
1116,326,1,201.16,201.16,129.0
1117,1,5,1245.9,249.18,118.2
1118,18,8,2209.36,276.17,211.0
1119,248,1,305.78,305.78,224.0
1120,58,4,501.56,125.39,51.0
1121,74,1,145.67000000000002,145.67000000000002,57.0
1122,31,3,1015.29,338.43,171.0
1124,123,4,3104.95,776.2375,430.25
1125,2,8,2770.94,346.3675,165.625
1127,120,3,389.6,129.86666666666667,46.666666666666664
1128,358,1,540.45,540.45,180.0
1129,54,5,1786.79,357.358,263.2
1130,64,1,122.7,122.7,36.0
1131,86,1,117.24,117.24,108.0
1133,21,13,3219.77,247.67461538461538,141.69230769230768
1135,3,5,1191.13,238.22600000000003,190.6
1136,11,5,2674.48,534.896,287.2
1137,7,5,787.6,157.52,60.0
1138,189,2,506.8,253.4,91.0
1139,71,1,243.56,243.56,126.0
1140,204,1,349.55,349.55,147.0
1141,120,2,605.63,302.815,129.0
1142,93,1,416.90000000000003,416.90000000000003,146.0
1143,1,10,1883.8100000000002,188.38100000000003,83.1
1144,27,4,632.97,158.2425,245.75
1145,298,1,821.1,821.1,190.0
1146,24,3,564.62,188.20666666666668,118.0
1147,28,4,2593.07,648.2675,341.25
1148,50,1,311.16,311.16,200.0
1149,326,1,155.93,155.93,133.0
1150,16,2,388.52,194.26,78.0
1151,183,3,740.95,246.98333333333335,143.33333333333334
1152,72,5,2867.2,573.4399999999999,347.8
1153,37,2,332.64,166.32,166.0
1154,80,4,2369.55,592.3875,369.5
1155,57,9,2580.91,286.7677777777778,303.44444444444446
1156,12,2,626.45,313.225,190.0
1157,50,2,272.04,136.02,114.0
1158,50,2,1212.8400000000001,606.4200000000001,570.0
1159,59,2,384.81,192.405,237.0
1160,352,1,172.25,172.25,93.0
1161,54,1,351.13,351.13,185.0
1162,2,6,1838.8500000000001,306.475,262.5
1163,93,4,678.25,169.5625,82.75
1164,23,1,223.85000000000002,223.85000000000002,104.0
1165,75,1,348.99,348.99,214.0
1166,11,4,464.57,116.1425,32.25
1167,169,2,842.65,421.325,71.5
1168,58,2,337.34,168.67,137.0
1169,96,2,1237.53,618.765,362.5
1170,295,1,307.4,307.4,72.0
1171,109,2,608.7900000000001,304.39500000000004,102.5
1172,264,1,922.1,922.1,390.0
1173,180,1,376.58,376.58,330.0
1174,169,1,158.85,158.85,123.0
1175,35,1,71.66,71.66,70.0
1176,23,3,568.55,189.51666666666665,282.3333333333333
1177,17,4,839.14,209.785,129.0
1178,22,5,5112.96,1022.592,472.8
1179,79,3,561.5699999999999,187.18999999999997,147.66666666666666
1180,65,1,90.6,90.6,44.0
1181,361,1,102.0,102.0,40.0
1182,3,6,2427.32,404.55333333333334,412.3333333333333
1183,11,4,745.06,186.265,80.75
1184,176,3,674.45,224.8166666666667,153.0
1186,7,7,3515.68,502.23999999999995,389.14285714285717
1187,2,2,439.92,219.96,75.0
1188,154,2,322.96,161.48,77.0
1189,5,5,1026.42,205.28400000000002,98.2
1190,79,3,598.2,199.4,119.0
1191,21,2,230.22,115.11,71.0
1192,22,2,169.55,84.775,43.5
1193,308,4,664.54,166.135,115.0
1194,146,1,80.7,80.7,42.0
1196,19,8,2758.26,344.7825,230.5
1197,71,2,190.25,95.125,93.5
1198,287,1,264.7,264.7,109.0
1199,49,1,413.59000000000003,413.59000000000003,249.0
1200,31,6,2526.28,421.0466666666667,288.6666666666667
1201,207,1,357.98,357.98,154.0
1202,15,2,196.79000000000002,98.39500000000001,157.5
1203,73,1,869.87,869.87,639.0
1204,60,1,200.14,200.14,172.0
1205,39,4,1871.81,467.9525,284.0
1206,30,12,2603.43,216.9525,98.58333333333333
1207,27,5,920.51,184.102,135.8
1209,17,1,320.46,320.46,430.0
1210,20,6,4147.96,691.3266666666667,507.3333333333333
1211,66,2,1266.08,633.04,656.5
1212,213,1,311.3,311.3,190.0
1213,12,6,855.97,142.66166666666666,166.33333333333334
1214,30,1,76.8,76.8,64.0
1215,43,9,3466.36,385.1511111111111,100.0
1216,4,6,2313.14,385.5233333333333,156.66666666666666
1217,15,5,1393.69,278.738,175.8
1218,10,12,3901.81,325.1508333333333,186.91666666666666
1219,211,1,635.66,635.66,710.0
1220,46,3,2043.0800000000002,681.0266666666668,320.6666666666667
1221,134,2,529.73,264.865,438.5
1222,43,7,4582.64,654.6628571428572,381.14285714285717
1223,10,5,2874.72,574.944,495.6
1224,116,3,962.19,320.73,213.66666666666666
1225,198,2,695.61,347.805,182.5
1226,278,1,328.8,328.8,160.0
1227,110,3,473.02,157.67333333333332,154.0
1229,53,1,917.34,917.34,378.0
1230,162,4,4341.21,1085.3025,531.25
1231,47,3,1421.61,473.86999999999995,345.6666666666667
1232,17,2,642.8,321.4,220.5
1233,155,3,631.9,210.63333333333333,64.0
1234,225,1,440.0,440.0,487.0
1235,7,2,584.07,292.035,172.5
1236,122,2,327.7,163.85,75.0
1237,61,1,104.82,104.82,62.0
1238,63,2,467.66,233.83,99.0
1239,18,8,2360.09,295.01125,184.875
1241,2,11,2975.59,270.5081818181818,184.72727272727272
1242,22,3,651.8199999999999,217.2733333333333,141.0
1243,29,5,1428.02,285.604,147.8
1244,285,1,626.65,626.65,268.0
1245,176,2,147.20000000000002,73.60000000000001,23.0
1246,78,3,1560.38,520.1266666666667,321.6666666666667
1247,33,1,152.2,152.2,92.0
1248,41,12,3614.92,301.24333333333334,129.5
1249,266,1,141.41,141.41,94.0
1250,27,4,652.82,163.205,77.0
1251,109,4,1659.75,414.9375,133.75
1252,284,1,154.99,154.99,460.0
1253,9,5,1308.6100000000001,261.72200000000004,76.2
1254,305,1,409.93,409.93,288.0
1256,32,2,746.36,373.18,344.5
1258,20,1,225.36,225.36,89.0
1259,124,2,260.25,130.125,107.5
1260,65,1,92.46,92.46,62.0
1261,106,1,725.6400000000001,725.6400000000001,216.0
1264,267,1,183.6,183.6,128.0
1267,29,5,1353.74,270.748,357.6
1268,267,1,152.55,152.55,45.0
1269,64,2,374.7,187.35,180.5
1270,320,1,265.85,265.85,73.0
1271,4,8,1438.82,179.8525,124.375
1272,32,1,151.04,151.04,130.0
1273,5,3,942.26,314.08666666666664,251.33333333333334
1274,129,1,122.47,122.47,81.0
1275,41,5,499.41999999999996,99.88399999999999,53.6
1276,102,6,1049.37,174.89499999999998,51.666666666666664
1277,125,1,375.1,375.1,301.0
1278,33,1,45.599999999999994,45.599999999999994,48.0
1279,302,2,934.52,467.26,298.0
1280,365,1,182.25,182.25,110.0
1281,4,9,1018.43,113.15888888888888,81.33333333333333
1283,3,1,194.42,194.42,251.0
1285,57,1,161.0,161.0,134.0
1286,325,1,76.32000000000001,76.32000000000001,72.0
1287,8,14,4076.91,291.2078571428571,147.57142857142858
1288,12,1,442.85,442.85,406.0
1290,37,1,147.35,147.35,104.0
1291,16,11,3104.17,282.1972727272727,198.0909090909091
1292,138,1,194.9,194.9,64.0
1294,5,5,1360.28,272.056,192.2
1295,155,2,216.20999999999998,108.10499999999999,36.0
1297,52,7,2703.23,386.17571428571426,256.14285714285717
1298,31,2,597.91,298.955,190.5
1299,73,1,144.2,144.2,88.0
1301,14,4,692.85,173.2125,114.5
1302,23,7,2915.15,416.45,235.85714285714286
1303,4,4,1840.42,460.105,186.25
1304,274,2,386.53,193.265,50.5
1305,20,5,1382.74,276.548,141.4
1306,144,1,90.0,90.0,72.0
1307,4,4,2780.15,695.0375,520.5
1309,11,3,2740.43,913.4766666666666,546.6666666666666
1310,8,3,706.1300000000001,235.3766666666667,169.33333333333334
1311,123,3,709.71,236.57000000000002,107.0
1312,61,2,637.5,318.75,282.0
1313,2,5,1123.8600000000001,224.77200000000002,118.4
1314,319,1,483.86,483.86,258.0
1315,2,11,3586.0299999999997,326.00272727272727,306.1818181818182
1316,130,3,605.64,201.88,116.0
1317,2,15,4690.31,312.68733333333336,256.6666666666667
1318,2,2,982.3800000000001,491.19000000000005,305.0
1319,46,1,415.82,415.82,510.0
1320,4,2,935.05,467.525,405.5
1321,3,4,915.13,228.7825,88.75
1322,373,1,311.81,311.81,313.0
1323,134,1,115.8,115.8,30.0
1324,47,4,3742.2,935.55,189.0
1325,9,5,4191.0,838.2,487.4
1326,78,2,483.4,241.7,54.0
1327,234,1,157.2,157.2,16.0
1328,221,1,446.62,446.62,218.0
1329,36,2,658.64,329.32,248.0
1330,75,2,621.29,310.645,355.5
1331,239,2,1345.62,672.81,232.5
1332,266,1,118.75,118.75,25.0
1334,20,2,432.88,216.44,142.0
1336,20,11,4693.01,426.6372727272728,400.72727272727275
1337,216,3,1110.52,370.17333333333335,151.66666666666666
1338,174,2,289.36,144.68,71.0
1339,87,4,2445.91,611.4775,223.25
1340,71,2,1631.77,815.885,516.5
1341,276,1,122.53999999999999,122.53999999999999,54.0
1342,39,4,574.84,143.71,37.5
1343,98,1,363.79,363.79,167.0
1344,11,4,450.84,112.71,37.5
1345,33,1,134.46,134.46,94.0
1346,60,3,3222.3,1074.1000000000001,505.0
1347,297,4,576.9000000000001,144.22500000000002,52.25
1348,86,4,559.41,139.8525,51.25
1349,9,7,1620.93,231.5614285714286,215.0
1350,41,2,719.78,359.89,165.0
1352,67,1,452.89,452.89,127.0
1353,331,1,197.65,197.65,6.0
1354,31,6,2054.36,342.3933333333334,193.66666666666666
1355,2,15,4654.08,310.272,262.46666666666664
1356,2,13,4684.76,360.36615384615385,281.6923076923077
1357,68,2,853.39,426.695,222.5
1359,202,2,1012.0,506.0,380.0
1360,107,1,335.52,335.52,142.0
1361,18,4,701.4,175.35,72.5
1362,218,1,185.39999999999998,185.39999999999998,28.0
1363,60,7,747.44,106.77714285714286,84.28571428571429
1364,2,1,161.03,161.03,82.0
1365,17,2,466.7,233.35,102.0
1366,239,1,328.15999999999997,328.15999999999997,276.0
1367,95,1,151.74,151.74,114.0
1368,11,6,2073.43,345.57166666666666,115.16666666666667
1369,106,6,1905.8400000000001,317.64000000000004,126.66666666666667
1370,53,9,2241.1,249.0111111111111,138.0
1372,31,5,1004.38,200.876,150.2
1373,12,6,1789.72,298.2866666666667,226.33333333333334
1374,3,4,1839.3,459.825,148.5
1375,2,17,2004.98,117.94,40.529411764705884
1376,43,1,169.48000000000002,169.48000000000002,160.0
1377,4,1,89.94,89.94,78.0
1378,247,2,632.4,316.2,136.0
1379,42,9,3432.8,381.4222222222222,243.44444444444446
1380,177,1,683.17,683.17,607.0
1381,92,3,991.13,330.37666666666667,195.0
1382,110,4,1050.12,262.53,128.5
1383,29,5,2232.19,446.438,261.6
1384,26,10,3350.96,335.096,182.0
1385,52,3,1547.2,515.7333333333333,203.33333333333334
1386,184,3,925.71,308.57,136.33333333333334
1387,43,5,2048.07,409.61400000000003,388.2
1388,49,4,1462.72,365.68,170.0
1389,22,4,775.46,193.865,240.75
1390,75,5,3144.86,628.972,391.8
1391,81,2,490.86,245.43,155.0
1392,373,1,161.0,161.0,38.0
1393,326,1,146.85,146.85,111.0
1394,43,11,2380.85,216.4409090909091,90.27272727272727
1395,30,2,890.34,445.17,209.0
1396,184,1,213.70000000000002,213.70000000000002,146.0
1397,235,2,280.55,140.275,61.5
1398,9,10,2588.77,258.877,122.1
1399,220,2,1693.45,846.725,488.0
1400,111,3,1474.06,491.3533333333333,268.0
1401,278,1,136.76999999999998,136.76999999999998,47.0
1402,318,1,302.58,302.58,102.0
1403,7,3,1904.05,634.6833333333333,400.0
1404,2,5,2879.7000000000003,575.94,334.8
1405,260,2,969.0600000000001,484.53000000000003,207.0
1406,64,5,3099.7200000000003,619.9440000000001,336.4
1408,142,1,120.0,120.0,68.0
1409,51,2,1163.45,581.725,203.0
1410,8,8,2618.23,327.27875,205.625
1411,155,2,333.97,166.985,35.0
1412,109,2,530.18,265.09,165.0
1413,163,3,1516.24,505.41333333333336,176.66666666666666
1414,332,1,492.65000000000003,492.65000000000003,197.0
1415,226,1,112.32,112.32,88.0
1416,74,2,437.96,218.98,299.5
1417,51,4,559.97,139.9925,66.0
1418,99,3,1119.74,373.24666666666667,248.0
1420,197,1,134.04,134.04,52.0
1421,3,15,3729.34,248.62266666666667,177.86666666666667
1422,31,2,595.25,297.625,80.5
1423,21,4,1910.01,477.5025,135.25
1425,8,3,176.63,58.876666666666665,87.0
1426,213,1,426.6,426.6,188.0
1427,9,6,911.26,151.87666666666667,48.666666666666664
1428,11,5,2314.65,462.93,183.0
1429,2,11,3883.25,353.02272727272725,249.9090909090909
1430,8,9,4871.93,541.3255555555556,184.77777777777777
1431,3,4,1046.56,261.64,177.25
1432,40,1,166.20000000000002,166.20000000000002,84.0
1433,18,4,1305.33,326.3325,216.25
1435,8,9,3965.62,440.6244444444444,238.77777777777777
1436,19,1,43.2,43.2,32.0
1437,117,1,640.14,640.14,606.0
1438,223,1,383.45,383.45,139.0
1439,71,3,1858.96,619.6533333333333,363.0
1440,51,2,2093.32,1046.66,537.5
1441,89,6,2995.72,499.28666666666663,343.0
1442,8,9,2352.53,261.39222222222224,181.44444444444446
1443,243,1,310.26,310.26,146.0
1444,47,6,1611.59,268.5983333333333,168.66666666666666
1445,107,1,120.0,120.0,296.0
1446,45,6,2481.13,413.5216666666667,170.16666666666666
1447,65,1,508.58000000000004,508.58000000000004,255.0
1448,207,2,477.79,238.895,162.5
1449,11,5,1530.75,306.15,481.2
1450,115,2,605.0600000000001,302.53000000000003,175.0
1451,242,1,183.85,183.85,103.0
1452,163,1,311.65,311.65,139.0
1453,17,7,5014.84,716.4057142857143,442.14285714285717
1454,124,2,462.65999999999997,231.32999999999998,126.0
1455,23,3,866.31,288.77,160.33333333333334
1456,68,1,415.2,415.2,58.0
1457,17,8,2552.21,319.02625,216.375
1458,16,2,468.26,234.13,189.5
1459,17,4,1614.91,403.7275,439.75
1460,161,2,588.22,294.11,167.5
1461,243,1,309.52,309.52,168.0
1462,219,1,134.7,134.7,58.0
1463,45,8,2182.28,272.785,175.375
1464,21,4,668.5600000000001,167.14000000000001,86.75
1465,127,8,889.9300000000001,111.24125000000001,59.625
1466,39,1,108.97999999999999,108.97999999999999,50.0
1467,121,2,1021.58,510.79,302.5
1468,260,1,409.57,409.57,183.0
1469,10,1,133.5,133.5,86.0
1470,274,1,282.93,282.93,183.0
1471,165,1,51.0,51.0,12.0
1472,157,4,1078.96,269.74,134.5
1473,215,1,90.6,90.6,64.0
1474,6,2,163.62,81.81,105.0
1475,366,1,174.4,174.4,92.0
1476,80,2,701.23,350.615,138.5
1477,43,1,225.77,225.77,148.0
1478,19,3,912.18,304.06,123.66666666666667
1479,32,4,2128.23,532.0575,287.75
1480,22,1,161.2,161.2,100.0
1481,109,8,3717.35,464.66875,245.875
1483,320,1,155.0,155.0,36.0
1484,295,1,100.5,100.5,34.0
1485,358,1,76.55,76.55,17.0
1486,185,1,257.68,257.68,194.0
1487,191,2,617.05,308.525,109.5
1488,44,2,348.1,174.05,146.0
1489,52,1,202.68,202.68,146.0
1491,38,3,1247.69,415.8966666666667,272.3333333333333
1492,9,3,202.11,67.37,53.0
1493,297,1,142.4,142.4,54.0
1494,33,3,1770.56,590.1866666666666,273.0
1495,10,8,3212.84,401.605,242.625
1496,65,2,1043.46,521.73,364.5
1497,10,9,4652.82,516.98,237.33333333333334
1498,218,1,67.95,67.95,13.0
1499,2,9,3507.71,389.74555555555554,188.11111111111111
1500,65,2,487.99,243.995,112.5
